0	41
1	32
2	33
3	4
4	28
5	36
6	4
7	7
8	10
9	12
10	39
11	5
12	23
13	10
14	31
15	28
16	33
17	50
18	20
19	21
20	4
21	26
22	3
23	19
24	44
25	48
26	31
27	34
28	38
29	1
30	45
31	36
32	45
33	28
34	29
35	39
36	4
37	34
38	28
39	29
40	16
41	19
42	46
43	28
44	15
45	0
46	6
47	0
48	13
49	28
50	16
51	28
52	27
53	12
54	36
55	23
56	23
57	25
58	50
59	41
60	12
61	17
62	11
63	16
64	20
65	10
66	26
67	43
68	31
69	29
70	20
71	1
72	0
73	27
74	34
75	33
76	29
77	22
78	41
79	43
80	39
81	1
82	29
83	38
84	14
85	12
86	28
87	40
88	26
89	22
90	45
91	42
92	37
93	35
94	33
95	31
96	9
97	5
98	11
99	49
100	7
101	39
102	12
103	21
104	28
105	21
106	45
107	48
108	21
109	24
110	30
111	21
112	49
113	32
114	31
115	9
116	4
117	2
118	13
119	9
120	14
121	30
122	35
123	47
124	35
125	32
126	14
127	43
128	41
129	39
130	37
131	37
132	40
133	28
134	13
135	14
136	48
137	8
138	23
139	1
140	28
141	24
142	14
143	1
144	15
145	28
146	39
147	1
148	5
149	23
150	40
151	40
152	36
153	15
154	48
155	31
156	2
157	14
158	25
159	2
160	45
161	21
162	27
163	1
164	13
165	18
166	29
167	26
168	34
169	9
170	26
171	19
172	30
173	37
174	17
175	18
176	28
177	42
178	31
179	37
180	36
181	29
182	32
183	7
184	31
185	37
186	3
187	0
188	36
189	43
190	1
191	28
192	36
193	45
194	19
195	20
196	29
197	33
198	1
199	23
200	15
201	0
202	39
203	20
204	29
205	36
206	1
207	6
208	44
209	19
210	0
211	50
212	41
213	16
214	4
215	28
216	13
217	4
218	28
219	1
220	39
221	28
222	11
223	22
224	2
225	2
226	13
227	19
228	20
229	32
230	40
231	15
232	11
233	23
234	24
235	34
236	20
237	4
238	38
239	3
240	37
241	2
242	42
243	11
244	5
245	39
246	7
247	12
248	45
249	44
250	18
251	0
252	12
253	22
254	23
255	34
256	22
257	19
258	6
259	30
260	40
261	16
262	20
263	38
264	42
265	38
266	8
267	17
268	49
269	50
270	43
271	34
272	4
273	20
274	33
275	41
276	32
277	39
278	1
279	12
280	41
281	4
282	29
283	43
284	23
285	30
286	49
287	46
288	0
289	6
290	33
291	14
292	3
293	14
294	49
295	41
296	28
297	45
298	29
299	4
300	20
301	25
302	18
303	36
304	14
305	5
306	8
307	15
308	29
309	35
310	0
311	28
312	41
313	26
314	21
315	48
316	47
317	47
318	31
319	6
320	22
321	47
322	37
323	27
324	44
325	15
326	32
327	35
328	37
329	31
330	20
331	20
332	16
333	13
334	31
335	34
336	18
337	29
338	17
339	10
340	49
341	38
342	35
343	0
344	34
345	18
346	25
347	47
348	12
349	7
350	36
351	27
352	4
353	20
354	45
355	20
356	45
357	25
358	44
359	35
360	39
361	14
362	45
363	50
364	46
365	42
366	43
367	5
368	37
369	49
370	29
371	9
372	18
373	36
374	30
375	8
376	27
377	3
378	38
379	1
380	42
381	14
382	50
383	46
384	50
385	30
386	27
387	38
388	4
389	40
390	43
391	25
392	19
393	20
394	37
395	26
396	10
397	42
398	18
399	1
400	32
401	25
402	35
403	26
404	31
405	19
406	1
407	11
408	14
409	26
410	23
411	21
412	5
413	20
414	14
415	42
416	39
417	0
418	41
419	39
420	20
421	27
422	32
423	3
424	40
425	46
426	44
427	0
428	23
429	11
430	41
431	0
432	8
433	27
434	38
435	30
436	12
437	10
438	14
439	33
440	24
441	49
442	9
443	25
444	28
445	37
446	50
447	43
448	23
449	18
450	15
451	34
452	4
453	15
454	44
455	13
456	20
457	24
458	41
459	30
460	21
461	18
462	28
463	3
464	39
465	40
466	31
467	6
468	13
469	36
470	14
471	46
472	33
473	44
474	5
475	3
476	22
477	39
478	10
479	23
480	17
481	39
482	24
483	47
484	39
485	1
486	14
487	36
488	45
489	1
490	26
491	19
492	0
493	17
494	17
495	19
496	40
497	13
498	45
499	50
500	25
501	40
502	29
503	9
504	31
505	0
506	45
507	12
508	8
509	50
510	39
511	29
512	48
513	44
514	39
515	8
516	40
517	5
518	14
519	13
520	44
521	37
522	10
523	6
524	29
525	34
526	11
527	47
528	13
529	42
530	22
531	16
532	43
533	49
534	24
535	28
536	15
537	31
538	12
539	33
540	46
541	27
542	45
543	40
544	3
545	44
546	37
547	23
548	24
549	39
550	17
551	14
552	29
553	0
554	21
555	2
556	6
557	40
558	31
559	10
560	44
561	27
562	12
563	24
564	17
565	31
566	50
567	33
568	21
569	28
570	27
571	34
572	35
573	27
574	23
575	29
576	13
577	20
578	6
579	22
580	33
581	23
582	27
583	43
584	29
585	0
586	40
587	15
588	19
589	49
590	43
591	15
592	11
593	20
594	10
595	38
596	3
597	0
598	22
599	0
600	32
601	35
602	2
603	47
604	13
605	50
606	45
607	22
608	19
609	27
610	32
611	5
612	0
613	48
614	21
615	10
616	41
617	18
618	40
619	47
620	29
621	26
622	37
623	2
624	45
625	11
626	10
627	16
628	28
629	24
630	41
631	36
632	25
633	12
634	45
635	15
636	29
637	35
638	27
639	37
640	4
641	6
642	12
643	37
644	24
645	4
646	9
647	42
648	43
649	16
650	11
651	28
652	13
653	19
654	26
655	37
656	47
657	23
658	49
659	1
660	33
661	16
662	7
663	27
664	23
665	10
666	35
667	1
668	8
669	50
670	5
671	28
672	19
673	39
674	1
675	11
676	3
677	13
678	24
679	0
680	26
681	5
682	31
683	29
684	7
685	11
686	3
687	49
688	47
689	2
690	33
691	21
692	32
693	43
694	9
695	37
696	49
697	26
698	33
699	25
700	48
701	25
702	26
703	28
704	21
705	10
706	14
707	39
708	4
709	19
710	0
711	48
712	2
713	0
714	43
715	31
716	15
717	2
718	11
719	36
720	40
721	35
722	2
723	40
724	42
725	15
726	12
727	37
728	18
729	45
730	31
731	24
732	32
733	28
734	42
735	23
736	47
737	13
738	5
739	48
740	17
741	26
742	14
743	19
744	31
745	28
746	26
747	29
748	32
749	4
750	42
751	11
752	25
753	21
754	10
755	49
756	14
757	2
758	6
759	18
760	8
761	26
762	49
763	16
764	50
765	1
766	26
767	37
768	47
769	34
770	45
771	5
772	23
773	37
774	27
775	16
776	43
777	30
778	1
779	23
780	40
781	21
782	8
783	24
784	28
785	12
786	32
787	26
788	48
789	19
790	43
791	45
792	40
793	35
794	27
795	3
796	27
797	6
798	18
799	11
800	25
801	7
802	43
803	4
804	43
805	4
806	49
807	27
808	0
809	3
810	50
811	2
812	32
813	1
814	50
815	41
816	21
817	27
818	13
819	24
820	34
821	44
822	48
823	33
824	9
825	47
826	38
827	36
828	7
829	33
830	19
831	1
832	5
833	29
834	30
835	48
836	45
837	8
838	14
839	26
840	12
841	20
842	10
843	46
844	23
845	46
846	8
847	19
848	48
849	34
850	29
851	18
852	44
853	30
854	5
855	32
856	39
857	42
858	15
859	50
860	6
861	14
862	6
863	5
864	26
865	29
866	8
867	35
868	44
869	35
870	10
871	32
872	48
873	20
874	47
875	36
876	23
877	10
878	23
879	4
880	43
881	25
882	29
883	42
884	8
885	25
886	39
887	16
888	47
889	38
890	39
891	34
892	36
893	37
894	32
895	7
896	33
897	1
898	8
899	50
900	39
901	1
902	26
903	20
904	8
905	19
906	47
907	5
908	49
909	33
910	13
911	34
912	48
913	46
914	48
915	43
916	45
917	25
918	44
919	36
920	9
921	10
922	15
923	45
924	45
925	40
926	50
927	1
928	3
929	18
930	20
931	43
932	4
933	19
934	10
935	49
936	19
937	11
938	25
939	3
940	19
941	18
942	22
943	26
944	7
945	4
946	34
947	19
948	15
949	18
950	25
951	11
952	13
953	49
954	18
955	41
956	18
957	6
958	3
959	10
960	50
961	21
962	50
963	43
964	30
965	8
966	8
967	39
968	12
969	24
970	20
971	28
972	11
973	37
974	48
975	37
976	12
977	43
978	7
979	16
980	19
981	28
982	17
983	15
984	8
985	19
986	35
987	38
988	49
989	32
990	30
991	2
992	39
993	22
994	11
995	50
996	0
997	24
998	47
999	11
1000	12
1001	6
1002	35
1003	33
1004	33
1005	36
1006	35
1007	2
1008	47
1009	36
1010	28
1011	26
1012	41
1013	23
1014	43
1015	35
1016	20
1017	36
1018	40
1019	37
1020	31
1021	12
1022	9
1023	42
1024	4
1025	5
1026	8
1027	28
1028	26
1029	21
1030	38
1031	36
1032	7
1033	15
1034	36
1035	31
1036	14
1037	22
1038	49
1039	42
1040	30
1041	44
1042	34
1043	28
1044	25
1045	16
1046	38
1047	22
1048	27
1049	39
1050	49
1051	41
1052	22
1053	29
1054	5
1055	31
1056	41
1057	49
1058	32
1059	10
1060	10
1061	12
1062	34
1063	32
1064	28
1065	23
1066	18
1067	39
1068	30
1069	20
1070	49
1071	19
1072	9
1073	46
1074	20
1075	4
1076	43
1077	12
1078	32
1079	39
1080	36
1081	10
1082	24
1083	15
1084	17
1085	31
1086	7
1087	13
1088	28
1089	9
1090	47
1091	47
1092	49
1093	2
1094	34
1095	44
1096	15
1097	31
1098	34
1099	6
1100	42
1101	20
1102	3
1103	47
1104	32
1105	14
1106	45
1107	15
1108	42
1109	31
1110	19
1111	9
1112	23
1113	29
1114	4
1115	8
1116	27
1117	7
1118	20
1119	0
1120	34
1121	43
1122	41
1123	17
1124	33
1125	16
1126	4
1127	47
1128	13
1129	17
1130	8
1131	43
1132	29
1133	7
1134	42
1135	39
1136	32
1137	34
1138	20
1139	7
1140	36
1141	43
1142	17
1143	5
1144	31
